"KAI Farmer Field Schools" "FFS will be used to tackle a broad set of human development issues of direct relevance to the poor farming communities in Fayoum. Gender will be mainstreamed throughout the project." 4
"RAM Land Development 2" "Create jobs and improve access to food/water for the population in rural areas through land reclammation, water conservation, agricultural roads and training" 4
"LWF CBNRM PROGRAMME" "To improve local economic development and livelihoods and reduce poverty through sustainable natural resource management in the Laikipia district." 4
"GEO UNICEF Juvenile Justice" "Juvenile Justice Georgia" 4
"KHA SUWEP" "KHA Capacity building SUWEP network" 4
"SAA PAWS-NWRA 2007-2009" "Support to the National Water Resources Authority" 4
"DMW-Review PPPs call for ideas" "Review PPPs call for ideas" 4
"DMV/VG AF/GSE/alternatieven" "Alternatieve landbouw voor papaverteelt in Uruzgan" 4
"KIG-Rehab. MPanga Prison" "Rehabilitation of Mpanga Prison for UN prisoners" 4
"ISL BPSD" "Baluchistan Partnership for Sustainable Development" 4
"KIG - Appui au Legal Aid Forum" "Appui à la société civile pour un meilleur accès à la justice par les pauvres" 4
"DMV/HH WW PSO 2007" "Financiering van personele inzetten in projecten uitgeoverd door leden van PSO op het gebied van humanitaire hulp" 4
"WSSD Uganda" "WSSD-programma Uganda: markttoegang /cap. opbouwvan mn tuinbouwsector" 4
"CSO Monitoring FYDP" "Capacity building of local CSO in monitoring implementation of FYDP" 4
"DPV SEVA Migratie+Ontwikkeling" "SEVA Migratie en Ontwikkeling 2007-2009" 4
"DMV VN databank geweld vrouwen" "Oprichting door DAW van een databank met info over geweld tegen vrouwen wereldwijd." 4
"DMV/HH DS Save the Children" "Noodhulpproject voor terugkeerders en host populations in Nuba Mountains (vervolgproject)" 4
"DAM visserijproject fase 2" "verbetering selectiviteit garnalenvisserij" 4
"PPEA Part.Nat.de l'Eau (PNE)" "L'appui par le Partenariat National de l'Eau (PNE) au Programme Plutiannuel d'appui néerlandais au secteur de l'Eau & l'Assainissement" 4
"KIG-OAG phase III" "Capacity strengthening of the OAG" 4
"DAK CV EU proces" "Ondersteunen Kaapverdie bij verkrijgen speciale relatie met de EU" 4
"DMV/HH KP NRK WatSan 2007" "verbetering watervoorziening in Noord-Korea teneind gezondheid in gemeenscahppen te verbeteren" 4
"DMV/HH VROM Env Ass mod. undac" "Environmental assessment module (opbouw, onderhoud, inzet) en inzet MINVROM-medewrekers ten behoeve van UNDAC-missies" 4
"YAO CHOC" "CHanger des Habitudes s'Opposer à la Corruption" 4
"DMV/VG RF/Clingendael/cursus" "Diplomatenopleiding voor diplomaten uit 11 kernlanden van de Grote Meren landen" 4
"Appui à l'Assemblée Nationale" "Appui au renforcement des capacités de l'Assemblée nationale du Bénin" 4
"BEL REG. HOT SPOT PROJ." "STRENGTHENING CAPACITIES IN THE WB COUNTRIES TO MITIGATE ENV. PROBLEMS THROUGH REMIDIATION OF HIGH PRIORITY HOT SPOTS" 4
"DVB SALW vernietiging Mont" "Montenegro Demilitarisatie Programma MONDEM thema: Kleine Wapens" 4
"PPEA La recherche par CREPA" "Appui par le CREPA Bénin au PPEA" 4
"TIR 16569 UNICEF CLEEN" "Milieu educatie aan lagere scholen" 4
"KAB- Health Serv.Uruzgan" "300.000 inwoners van Uruzgan voorzien van een basis gezondheidszorg opgezet volgens de nationale richtlijnen" 4
"MAP Trib Adm" "Steun aan Mozambikaanse Rekenkamer" 4
"PRM: WWF-Guianas fase 2" "WWF-Guianas fase 2" 4
"KHA RoL Training Darfur" "Support to NGO ACHR and Mobile clinics" 4
"DCO_Consultancy Ooijens" "Ondersteuning aan de invulling van procesmatige monitoring van kwaliteit van onderwijs op het terrein van opleidingen van leerkrachten" 4
"DCO IO-programma's NFP en NPT" "Voortzetting van de international onderwijsprogramma's NFP en NPT" 4
"DVB EUPOL missie Afghanistan" "uitzending van financial officer t.b.v. de EUPOL missie te Afghanistan" 4
"DDE - Global Compact" "Contribution to UNESCAP" 4
"ABJ ONDEZOEKSPROGRAMMA" ONDERZOEKSPROGRAMMA 4
"GDNF IV (2007-2010)" "Support to GDNF-core activities, Juba peace process and Justice & Reconcil Process" 4
DDE-FIRST "Jaarlijkse bijdrage FIRST - FIRST II is een multi-donor TF bij de WB met als doel het verlenen van TA aan financiële instellingen in os landen" 2
"Lucha contra la corrupción" "Participación ciudadana" 4
"HAN_PPP Water Utilities" "Support water utilities in HCMC and Da Nang" 4
"JAK INP Capaciteitsopbouw" "Institutionele versterking en capaciteitsopbouw INP ohgv aviation/airport security" 4
"Deepening Democracy Programme" "Support to post-election Deepening Democracy Programme/Strategy (Basketfund PDG)" 4
"LUS TRANSPARENCY INT ZAMBIA 3" "Transparency International Zambia Phase 3 2007-2010, core support" 4
CROWNS "Enhancement of Local Participation for Improved Service Delivery" 4
"IWRM Main phase" "Strengthening Integrated Water Resources Management in Mongolia, main phase" 4
"DMV/HH MAG ontmijning 08-11" "Humanitair ontmijnen via Mines Advisory Group in Irak, Angola, Sudan en DRC" 4
"DMV/HH NPA ontmijning 08-11" "Humanitair ontmijnen via norwegian peoples aid in Sudan, Ethiopie, angola, Cambodia mine dogs monitoring" 4
"DMV/HH ontmijning HALO 08-11" "Humanitair ontmijnen via HALO in Afghanistan, Azerbaijdjan,somalie" 4
"DMV/HH DDG ontmijning 08-11" "Humanitair ontmijnen via Danish demining group in sudan, somalie en afghanistan" 4
"SAR NGO Snaga Zene 2007-2010" "Core funding for NGO Snaga Zene  in order to enable it to provide adequate psychosocial,medical and other support to most vulnerable groups" 4
"BOG Financial Mech.El." "Implementation of a Financial mechanism to co-finance electrification projects  in the framework of the MDG and the objectives of the Johannesburg summit in 2002 where R promised to provide 10 million people with access to modern energy ser" 4
"Sustainable Land Management" "Combat land degradation and desertification in Mongolia in order to protect and restore ecosystems and essential ecosystem services that are key to reducing poverty" 4
"RAM Financial Inst. (REEF)" "Creating a financial institution to improve access to finances for farmers and women" 4
"DPV IntENT geld overmaken" "IntEnt Beter geld overmaken naar huis" 4
"LUS PRBS 2008-2010" "LUS PRBS 2008-2010" 4
"Virunga Park" "Support to Protected Area of Virunga-Bwindi." 4
"DSI NWO/Wotro GHSR platform" "Ondersteuning platform van onderzoeks en kennisinstelligen mbt health system research" 4
"BEL GREEN PACK IN THE WB" "GREEN PACK IN THE WESTERN BALKANS - SUPPORTING EDUCATION FOR SUST. DEVELOPMENT IN B&H, MN, RS AND KOS" 4
"Capacity Building for PSP" "Increasing market access" 4
"DVF MEFMI III" "DVF MEFMI III" 4
"LUS, CHAZ Rolling Work Plan" "CHAZ Help prevent and fight HIV/AIDS" 4
"BOG Salida Temporal" "Programa de proteccion temporal" 4
"DMV/MR RQ Bijdrage RvE" "Bijdrage aan de Raad van Europa voor medewerker LGBT-rechten bij het bureau van de Mensenrechtencommissaris en voor projecten in Oostelijk Europa" 4
"Chamber Music Festival" "Onderwijsproject voor Indonesische componisten en opvoering 'de Nachtegaal' in het Indonesisch" 4
"DEK CoP Africa" "Cofinanciering WB ter ondersteuning CoP Africa" 4
"BOG Búsqueda de Desaparecidos" "Apoyo a la Fiscalía General para la Búsqueda de Desaparecidos" 4
"DWH Sur. Pensioenen 2007-2011" "Interim financiering Sur. pensioenen van voormalig landsdienaren" 4
"DMV/HH ZR ICCO SGBV 2007" "PROCOVISE: SGBV Zuid-Kivu, reïntegratie slachtoffers seksuele geweldsdelicten bevorderen." 4
"Labour intens dev marshlands 2" "Developing the marshlands in a number of districts in the Southern Province" 4
"KHA FAR WD sust livelihoods" "FAR foundational activities in West Darfur" 4
"BDS voucher scheme for SME" "facilitate development of BDS market for SME" 4
"BOG Programa de Reinserción" "Reinsrción de los desmovilizados a la vida civil" 4
"Deepening Democracy" "strengthening of the democratization processes in Tanzania" 4
"BAM ABG 2007-2009" macrosteun 4
"DSI Evaluatie MFS Beoord." "DSI Evaluatie MFS Beoordelingstraject." 4
"DDE-Trade & Dev. Forum" "Ned. bijdrage aan Trade & Dev. Forum van juli 2008" 4
"Appui Fonction Publique" "Appui à la modernisation de la Fonction publique, notamment à travers la realisation de l'etude sur la remuneration des agents de l'Etat et la contribution a la realisation/mise en oeuvre du Systeme integre de gestion des ressources humaine" 4
"DMV/MR Glob HR Strength Progr" "Versterking operationalisatie mensenrechten in UNDP" 4
"BEL ALTERNATIVE SENTENCING" "SUPPORT TO ESTABLISHMENT OF ALTERNATIVE SENTENCING IN SERBIA" 4
"Preparation of Electoral Roll" "Support to UNDP BGD/07/002 Preparation of Electoral Roll with Photographs" 4
"GUA Manifestarte" "Manifestarte en el Cerrito" 4
"BEL EBRD BAS KOSOVO" "BEL EBRD BAS KOSOVO" 4
"BEL EBRD BAS MONTENEGRO" "BEL EBRD BAS MONTENEGRO" 4
"BEL EBRD BAS SERVIE" "BEL EBRD BAS SERVIE" 4
"DMW CBD ondersteuning" "Ondersteuning van het secretariaat van het Biodiversiteitsverdrag" 4
"Utility Support Programme" "PPP VEI, EKN and USUG to develop USUG into a financially sustainable and more autonomous water service utility" 4
AWLAE "PhD women" 4
"UNICEF WASH program" "This project provides 1,6 million Kenyans with access to safe drinkwater and acceptable sanitation facilities." 2
"BOG Transparencia por Colombia" "Transparencia y rendicion de cuentas de la entidades públicas" 4
"BEL EBRD WB trust fund" "BEL EBRD WB trust fund" 4
"DMW TerrAfrica" "Een regionaal partnerschap die een institutionele omgeving wil scheppen zodat Afrikaanse landen zelf landdegradatie kunnen bestrijden" 2
"DMV/VG DRC/UNDP/MONUC oda" "UNDP-MONUC programma voor versterking van de veiligheid van burgers in de DRC" 4
"BOG Ecofondo GAP" "preservacion del medio ambiente" 4
"DDE Ondersteuning ILC" "Ondersteuning International Land Coalition" 4
"HAN_TA for sea dike research." "To support MARD to do the research." 4
"SAA DRHP 08 - 12" "SAA Dhamar Reproductive Health Programme II" 4
"SAA Service Delivery Support" "SAA Upgrading Functioning of Health Facilities" 4
"RAM High Judicial Council" "support development of capacity HJC for strategic planning and donor coordination" 4
"JiFFest Filmlab" "JiFFest Filmlab" 4
"Strengthen good governance SA" "Develop and strengthen principles of good governance in SA" 4
"SAR Civil Society & Citizens" "Contribution to establishment of democratic society" 4
"ALM_Media and Human Rights" "Running the HR website, publishing the HR newspaper.  The project will raise awareness of the public, civil society, intl community of the importance of HR protection in Central Asia" 4
"ADD Forum for Environment" "Support to the activities of Forum for Environment" 4
"PRE PSG" "Strengthening communities in high risk areas" 4
"DSI XVII IAC Mexico 2008" "IAC Mexico 2008 en EECAAC Moskou 2008" 4
"Red Cross Southern Africa" "Regional support to the 2006-2010 Appeal" 4
"CAE politiques économiques" "Appui à la mise en oeuvre des activités du Conseil d'analyse économique (CAE): mise en place des outils de gouvernance et réalisation d'une série d'activités prioritaires." 4
"Municipal CMRA Benchmark" "Benchmarking Municipalities" 4
"Novel Cupit dan Sapu Jagad" "Dissemination of pluralism, tolerance and multiculturalism for kids and adolescents" 4
"Malaria Prevention Program" "Increasing the coverage of Insecticide Treated Nets, specifically among the more vulnerable populations." 4
"ACC_UWP TF" "UWP Trust Fund WB" 4
"Human Rights-DEME SO" "Human Rights-appui DEME SO" 4
"PRM: voortz. SBC hiv-aids" "voortzetting ondersteuning Suriname Business Coalition against HIV-AIDS" 4
"MAP PSI Phase II" "Social Marketing of Public Health Commodities" 4
"Renf. Org. producteurs coton" "Programme de renforcement des organisations de Producteurs de Coton" 4
"DCO KIT Erfgoed Extra IIa" "Inhaalslag op consvereringsachterstand van de collecties van het KIT" 4
"PNPM Multi Donor Trust Fund" "Multidonor Support Facility for PNPM (National Community Empowerment Programme)" 4
"REC Trust Fund (2)" "Supporting environmental projects to improve communities' living conditions" 4
"DSI RBM support roll out AMFm" "Ondersteuning van het RBM Secretariaat op gebied van 'procurement and supply chain management'  in het kader van de operationalisering van o.a. door NL geïnitieerde Affordable Medicines Facility for malaria (AMFm)  voor aankoop van ACTs" 4
"BOG CONTRALORIA AMBIENTAL" "FISCAL CONTROL OF ENVIRONMENTAL POLICY" 4
"DIE EOF X" "Bijdrage EOF X (2008   2013)" 2
"Red Cross South Africa" "Bilateral support to the 2006-2010 Appeal" 4
"PEK Env. Awareness Center" "to strengthen the environmental awareness in Mongolia and improve environmental behaviour towards a more sustainable use of natural resources as well as the conservation and improvement of the Mongolian environment in the long-term." 4
"PROSEDE THIRD PHASE" "Business Development Services" 4
"SAR Social Housing in BH" "Project seeks to provide social housing in sustainable communites for 130 families..." 4
"TIR Hotspots" "Identification and prioritization of environmental hotspots in Albania" 4
"DMW PERI URBAN SANITATION" "plan Nederland" 2
"Promotion des droits humains" "Ministère de la Promotion des Droits Humains : actions prioritaires 2007-2010" 4
SARBeekeepers "Improving rural livelihoods by facilitating market opportunities and linkages in northwest region of BiH" 4
"DMV/HH NL CSD 2008" "veiligheidstrainingen hulpverleners" 4
"DSI APOC Phase 11" "APOC rivierblindheid en versterking gezondheidsystemen" 4
"BEL Huur veerdienst" "BEL Huur veerdienst tussen Vukovar en Bac" 4
MKOE "Strenghtening Albanian Civil Society for an Improved Environment" 4
"KAB - Fruit tree nurseries" "KAB - Fruit tree nurseries and orchards for Tarin Kowt, Gizab and Khaz Uruzgan" 4
"Appui éducation via UNICEF" "Mettre à la MEBA l'expertise de l'UNICEF dans les domaines de la scolarisation des filles, et de la petite enfance" 4
"KIG-SUPPORT TO RALGA" "SUPPORT TO RALGA  THROUGH SP WITH SIDA" 4
"KIG-SUPPORT OF CDF" "KIG-SUPPORT TO DISTRICT DEVELOPMENT THROUGH COMMON DEVELOPMENT FUND" 4
"Payments Water Services fase 2" "Equitable watershed services fase 2" 4
"DDE  PUM 2008-2011" "Subsidie tbv uitvoering programma PUM" 4
"Quality education schoollevel" "Improve the quality of education in 15 municipalities through some pilot activities with  a cascade effect" 4
"KAB - Q P E P" "KAB - Improvement of quality of primary education and access of girls" 4
"DMW PPP Forest Tea Gardens" "PPP ontwikkeling biologische thee" 4
"KAB -  ACBAR 2008/2009" "KAB-Institutionele onderneming aan ACBAR voor 2008/2009" 4
"DAR-Tanzania WSDP" "Silent Partnership with KfW for the financing of the Water Sector Development Programme" 4
"DDE AfDB PSD 2007-2010" "Support to AfDB's entrepreneurship activities" 4
"DSI RHM 2008-09" "kennis en onderzoeksresultaten srgr verspreiden" 4
"LIM FSA 2007 DEFENSORIA MR" "BESCHERMING EN BEVORDERING RECHTSPOSITIE SLACHTOFFERS GEWELD" 4
"LIM FSA 2007 DEFENSORIA CB" "CONFLICTBEHEERSING REGIO ANCASH EN MOQUEGUA" 4
"KAB - 3-YEAR AIHRC 2006-2008" "3-YEAR ACTION PLAN OF THE AIHRC 2006-2008" 4
"KAB - Asian foundation" "KAB- Assistance to the Independent Directorate for local Governance in Afghanistan / Asia Foundation" 4
"KAB - UPDP" "Contribution towards stability and economic growth in Uruzgan province by developing an" 4
" WSSD partnership marketaccess" "To enhance growth in the horticultural sector by identifying and helping to solve bottlenecks and to improve access of horticultural products to the markets of Europe and other industrialized countries." 4
"JUBA - TAF" "JUB - TAF" 4
"DDE Advies Partnerschappen" "Inhuur extern advies en ondersteuning PPP's" 4
"DSI PWC MDG-3 Fonds" "DSI PWC MDG-3 Fonds" 4
"JAK Partic.irr.Sector.Progr." "Improve irrigation infrastructure and strengthen participatory management of irrigation systems" 4
"JAK loc.gov.capac.bld.decentr." "supporting local government to increase capacity in functioning in the decentralised system." 4
"LAP SIBTA/5 year plan phase 1" "Contribute towards poverty alleviation and improved competitive- ness of the agricultural, forestry and agro-industrial sectors through technological innovation in priority agro-industrial and productive clusters" 4
"HAN Red River Basin II Project" "To strengthen water resourse management through capacity building, public awareness, pilot water licensing, water quality monitoring, project management support" 4
"ADD ABP Kaffa Dev Prog" "Rural Development" 4
"JAK WISMP Water Program" "Water Resources and Irrigation Sector Management Program" 4
"DVF- Contributie VN" "DVF- Contributie VN 2003" 4
"DVF Contrib. WHO en PAHO" "DVF-Contrib. WHO en PAHO" 4
"DVF-Contrib. ITLOS" "DVF-Contrib. ITLOS" 4
"DHA SSWRSDP II" "1.Development of national institutional framework and financial and administrative mechanisms for the small scale water resources sector in Bangladesh 2. Implementation of sm.scale wat.res.schemes at nat.scale" 4
"DCO MMRP Bangladesh fase II" "Het ondersteunen van multidisciplinaire onderzoeksinitiatieven in Bangladesh die gericht zijn op duurzame ontwikkeling, met speciale aandacht voor gender, armoedebestrijding, milieu, goed bestuur en mensenrechten" 4
"DCO Biotech Andhra Pradesh II" "Formuleren, ondersteunen, monitoren en uitvoeren van vraaggerich te biotech onderzoeksproj. die op duurzame wijze bijdragen leve- ren aan het verbeteren van de voedselzekerheid en het inkomen van kleinschalige, resource poor boeren in Andhra Pradesh." 4
"DCO KIT REORGANISATIEFONDS" "Bijdrage aan het reorganisatieproces bij het KIT." 2
"DCO Afr.Women Leaders AWLAE" "Vergroten van de pool van gekwalificeerde Afrikaanse vrouwen in het landbouwkundig onderzoek, met name op de raakvlakken van voedselzekerheid, gender en HIV/AIDS." 4
"DCO Science,Technology&Society" "To publish an international journal on Science, Technolo- gy & Society studies. The journal, published from a developing country, is made in collaboration with scholars from the North and South." 4
"DCO PCF 2002-2011" "Het vergroten van het inzicht in culturen en het bevorderen van de wisselwerking tussen cultuur en ontwikkeling." 4
"DCO BEC/BE Malawi via DFID" "Financiële bijdrage ten behoeve van basic education in Malawi d.m.v. een plurilateraal partnership met DFID." 4
"DCO BEC/SAQMEQ 2003/06" "Versterking van institutionele capaciteit voor beleidsgericht onderzoek in Zuidelijk Afrika op basis van relevante en praktische beleidsstudies naar kwaliteit van basic education in Zuidelijk Afrika." 4
"DCO financieringsovereenkECDPM" "De sinds 1986 bestaande financieringsovereenkomst tussen de Staa t en de Stichting ECDPM continueren met 5 jaar." 4
"DCO WOTRO 2002 - 2006" "Versterken en behouden van onderzoekscapaciteit mbt vraagstukken van ontwikkeling, zowel in Nederland als in ontwikkelingslanden, en stimuleren van onderlinge samenwerking en netwerken." 4
"DCO Beheer ID & HRD progr." "Finaciering van de 3 nieuwe internationaal onderwijsprogramma's en de uitbesteding van het beheer van deze programma's aan de Nuffic." 4
"DCO Subsidie ID & HRD progr." "Financiering van de 3 nieuwe internationaal onderwijsprogramma's en de uitbesteding van het beheer van deze programma's aan de Nuffic." 4
"DCO ICRAF 2002-2007" "Versterking van training in agroforestry aan nationale institu- ten in OS-landen dmv gespecialiseerde cursussen ogv agroforestry & int. nat. resources management." 4
"DDE Technical Trust Fund ACWL" "Het door WTO-rechtswinkel financieren vd kosten van gespec. TA die OS-landen nodig hebben bij geschillen mbt handelstoegang in de wereldeconomie." 4
"DDE FMO MOL IF" "Bijdrage aan de opbouw en verbetering van de sociaal economische infrastructuur in de MOL's" 2
"DIE EOF VIII" "Bijdrage EOF ter uitvoering Lome overeenkomst" 4
"DML AsDB/Fonds DE & EE" "Verbeteren van de toegang tot energiebronnen en -diensten, op een wijze die de uitstoot van broeikasgassen vermindert en/of vermijdt." 4
"DMW UEMOA/Coord.Biomassa" "DMW UEMOA/Coord.Biomassa-energie Regio Africa" 4
"DML FSC-Forest Management" "To secure that Africa's forests are well managed and that timber from these forests has good access to markets in North." 4
"DML UNDP/Fac.Urban Environm." "LIFE: Verbetering van leef-en woonomgeving dmv. kleinschalige, r epliceerbare activiteiten met als doel de dialoog met het lokale bestuur te institutionaliseren" 4
"DML ETC/NCCSAP,fase II" "Voortbouwend op de resultaten van fase I van het NCCSAP worden activiteiten ondernomen gericht op capaciteitsversterking in een geselecteerd aantal ontwikkelingslanden: klimaatstudies bewustwordingscampagnes,etc." 4
"DML UNEP DTIE Paris" "Programma richt zich op een aantal ontwikkelingslanden die ondersteund zullen worden bij het opzetten van een eigen beleid gericht op het Clean Development Mechanism." 4
"DHA IPSWAM (TA)" "1.Strengthen the multi-disciplinary and participatory project planning capacity of BWDB, WMOs and LGIs to implement NWP/GPWM 2. Transfer responsibility for O&M and for rehabilitation of water-sector infrastructure from central to local level" 4
"DHA IPSWAM (FA)" "1. Strengthen multi-disciplinary and participatory project planning capacity of BWDB, WMOs and LGIs, to implement NWP/GPWM 2. Transfer responsibility for O&M and for rehabilitation of water-sector infrastructure from central to local level" 4
"PRM Wederopb. J.Starke oplcntr" "Capaciteitsopbouw van de bosbouw en natuurbeheerssector in Suriname middels een opleidingsprogramma voor de overheid en particuliere bedrijven, gericht op duurzaam beheer van de bossen en behoud van de biodiversiteit." 4
"PRM Herst.Schade Onderw. Bi 2" "Het herstel van schade aan schoolgebouwen, onderwijzerswoningen en inventaris in het binnenland." 4
"DSI Subsidie SNV 2002-2006" "Het uitvoeren van het SNV programma in 2002-2006." 4
"DVF UNDPpartnershipprogrammaI" "Samenwerkingsprogramma 2000-2001 voor aantal thema's ter onder- steuning van focus van UNDP en teneinde Nederlandse 'non-core' fondsen geheel aan te laten sluiten bij deze focus. Het betreft crisis en postconflict, pro poor policies, HIV" 4
"DVF UNICEF - PP 2001-2003" "Het versterken van de beleidsdialoog met UNICEF en ondersteuning t.a.v. Zorg voor Ontwikkeling van het Jonge Kind, HIV/AIDS en Bescherming van Kinderen in Moeilijke omstandigheden. Het stimuleren van samenwerking, innovatie, capaciteitsopbouw" 4
"DVF Partnership Programma IFC" "Structurering meerjarig programmatische samenwerking." 2
"DHA Estuary Dev. Prog." "1. Opzetten van Survey and Study Support Unit; ondersteuning van het functioneren van SSSU (survey programma) 2. Investigation and design of potential cross dam 3. Investigation and design and implementation of potentia" 4
"ACC Rawoo Health Onderzoek Pgm" "Verbeteren van de gezondheid en voedingssituatie in Ghana; stimuleren van onderzoek naar problematiek op gebied van gezondheid en naar organisatie van de gezondheidszorg; versterking van onderzoekscapaciteit op genoemde terreinen" 4
"DDE Partnership Prog" "Ondersteuning vd implementatie vh actieplan 2003-2007 vh CFC" 4
"DDE - PSOM 2003-2009" "Ondersteunen van Proefinvesteringen in ontwikkelingslanden" 2
"ACC-Elmina New Town & Asafo" "Rehabilitatie Cultural Heritage" 4
"DDE WSSD Partnersh. Marketacc" "Markttoegang door capaciteitsopbouw SPS-gebied" 4
"DAR LGRP / LGCDG / LG actors" "Building and strengthening Local Governance institutions" 4
"National Land Reform Plan I" "Support to National Plan for land registration, titling, redistribution & settlement" 4
"LAP competitivity program" "Strengthen production & marketing sistem (SBPC)" 4
"DSI NACCAP" "R&D nieuwe gezondheidsinterv." 4
"Milieufonds lokaal" "Financieren van innoverende milieu initiatieven" 4
"DCO WPP Fotojournalistiek" "Het professionaliseren van de fotojournalistiek in ontwikkelingslanden." 4
"DMV/VG WW/ZOA/Tmf 04-07" "TMF programmasubsidie voor wederopbouwprogramma's na conflict in Angola en Soedan; belangrijkste speerpunte zijn herstel basisvoorzieningen en capaciteitsopbouw." 4
"PRM Inst.&organ. versterk.BOG" "Institutionele en Organisatorische versterking BOG" 4
"DVF ILO contributie" "Verplichte contributie" 4
"DML WWF poverty and nrm" "integratie land-, water- en bosmanagement" 4
"NAI TI KENYA STRATEGIC PLAN" "Core funding TI Kenya Strategic Plan" 4
"GUA PROCUCH" "Protección y manejo de recursos naturales, reforzar la base econ ómica para la población mediante la forestación y otras activida des económicas, descentralización de asistencia técnica y reforz ar procesos de autogestión y planificación municipal." 4
"GUA fortalecimiento INAB" "Apoyo a los procesos nacionales de conservación y producción de bosques por medio de la implementación de políticas y estratégias forestales" 4
"GUA autogestión Chortí" "Manejo sostenible de los recursos naturales en Zacapa y Chiquimula" 4
"DAR Rural Water S&S Shinyanga" "The sustainable expansion of rural water supply and sanitation facilities and equitable services in Shinyanga region with appropriate involvement and participation of all stakeholders" 4
"SKO TF WB-EMP" "Trust Fund World Bank Education Modernisation Project" 4
"DCO Subsidie KIT 2004-2007" "Subsidieverlening voor activiteiten van het KIT" 4
"DML SADC HYCOS Phase II" "opzetten van een 'real-time' database voor hydro-meteorologische gegevens" 4
"PEK E.T. for Western cities" "Introduction of environmental management in small cities in west China tru capacity building, technology introduction, demonstra- tion projects, policy design and implementation, and replication" 4
"MAP Dist Plann & Fin PPFD II" "versterken planning capaciteitm op provinciaal niveau in Nampula" 4
"DDE PIDG EAIF (VH APIFF)" "Het aantrekken van lange termijn commercielen" 2
"DCO BEC FTI Catalytic Fund" "Bijdrage aan het Fast Track Catalytic Fund" 4
"PRM ARMULOV" "Afbouw RLA opbouw lokale voorzieningen" 4
"Education Strategy" "Bolivian Education Strategy" 4
"Water Mgmt.Impr.Proj WB" "1. Institutional reform of the Water sector institution 2. Development of a rehabilitation and o & m strategy of coastal and river polders 3. Rehabilitation of polders and improvement of water management" 4
"DML IDB Water Partnership Fund" "Ex-DSI 4870 Promotie effectief beleid en uitvoering van waterbeheer op nationaal en regionaal niveau ter ondersteuning van de implemen- tatie van het IDB's waterbeleid in landen in Latijns-Amerika en het Caribisch gebied." 4
"DML AFDB Water Cooperat. Fund" "Ex-DSI 4873 Promotie van effectief beleid en uitvoering van waterbeheer op nationaal en regionaal niveau ter ondersteuning van de impleme- tatie van het African Development Bank waterbeleid." 4
"UNESCO verplichte contributie" "UNESCO verplichte contributie" 4
"GUA fondo del medio ambiente" "Fomento de la Institucionalidad ambiental en Guatemala. Fortalecimiento de Organizaciones relevantes para la conservacion del Medio Ambiente y desarrollo de normas, reglas e instrumentos que regulan la conservacion del  Medio Ambiente" 4
"DVF UNIDO Verpl. Contributie" "Jaarlijkse verplichte contributie aan UNIDO" 4
"DHA Support to the ASF" "Combating violence against women" 4
"Support primary education" "sector breed programma basic education" 4
"GUA DIGAP 2" "Exhumaciones de las víctimas del conflicto armado, investigaciones antropológico forenses, el acompañamiento psicosocial y judicial de los sobrevivientes y la búsqueda de la justicia en cumplimiento de las recomendaciones de la CEH y los AAPP." 4
"DCO Subsidie ASC 2004" "Bijdrage in subsidie ASC via Min. OC&W" 4
"PRM: Basic Education Impr." "Het ontwikkelen van Surinaams human capital d.m.v. het verbeteren van het basiso" 4
SAA_BEDP "Basic Education Development Project" 4
"DMW0021550/PROTA 2004-2008" "DMW0021550/PROTA 2004-2008/Info Dissimin. User Plants" 4
"DMW Ecole de Faune Kameroen" "Opbouw francofoon afrikaans middenkader op gebied van geintegreerd natuurbeheer" 4
"GUA Programa FLACSO" "Programa de poblacion, ambiente y recursos naturales" 4
"National climate adaptation" "Capacity building for climate mitigation and adaptation" 4
"KAI Fa. Water & Sanitatn. 4/ta" "To further assist FEGAWS to provide drinkwater & sanitation services to the population in Fayoum Governorate adhering to relevant health and environmental standards, wherby most of operation and maintenance costs are covered by revenues" 4
"DMV MDRP (Geknipt uit 5191)" "Financiering van regionale en wereldwijde activiteiten die door de Wereldbank worden uitgevoerd of die door de WB worden geadministreerd" 4
"HAN_Multi-D Trust Fund Forests" "A Multi Donor Trust Fund for the forestry sector in Vietnam" 4
"KAI Fa. Water & Sanitatn. 4/ca" "to further assist FEGAWS to provide drinkwater & sanitation services to the population in Fayoum Governorate adhering to relevant health and environmental standards, whereby most of operation and maintenance costs are covered by revenues." 4
"Support SADC HIV/AIDS Unit" "Short-term support to SADC HIV/AIDS Unit" 4
"DPV Ghanese Immigratiedienst" "Capaciteitsopbouw Ghanese Immigratiedienst" 4
"SAR PAR Fund" "Fund for the support of the implementation of the Public Administration Reform Strategy" 4
"National Electoral Court" "Strategic plan of the CNE" 4
"MNG UNFPA Programme Supp." "Sexual education  for adolescents and young people" 4
"DMV/HH ZR/ICCO/RESKI 08-10" "Rehabilitatie gezondheidsinfrastructuur, drinkwatervoorziening, ontsluiting dorpen, bewustwording HIV/AIDS" 4
"PSD Infrastructure" "PSD programme that aims to improve competitiveness in selected sectors and markets in which the poor participate as producers, employees and consumers in order for them to have a higher income and increased employment" 4
"DCO ECD Programme" "De activiteit, uitgevoerd door UNICEF,  behelst de meerjarige ondersteuning van een programma met interventies die bijdragen aan het verbeteren van toegang en kwaliteit van voorschools onderwijs," 4
"FIAS Regulatory Reform project" "Support to improving regulatory capacity" 4
